RAZON;DEPARTAMENTO DOMICILIO;INGRESOS;GANANCIA;ACTIVOS;PASIVOS;CATE;SECTOR
Empresa 4274;CUNDINAMARCA;24441.6;535.0;1238.4;1238.4;0;COMERCIO
Empresa 4275;ANTIOQUIA;24436.3;457.4;998.2;998.2;1;SERVICIOS
Empresa 4276;BOGOTA D.C.;24431.1;567.0;26842.9;26842.9;0;SERVICIOS
Empresa 4277;BOLIVAR;24429.2;2026.8;10153.3;10153.3;0;MANUFACTURA
Empresa 4278;ATLANTICO;24422.4;-3108.2;13586.1;13586.1;0;COMERCIO
Empresa 4279;BOLIVAR;24412.4;1052.0;11959.0;11959.0;0;SERVICIOS
Empresa 4280;VALLE;24400.7;-105.9;7847.4;7847.4;0;COMERCIO
Empresa 4281;CUNDINAMARCA;24396.2;1740.8;3571.9;3571.9;0;MANUFACTURA
Empresa 4282;ATLANTICO;24388.1;1573.2;11656.7;11656.7;0;SERVICIOS
Empresa 4283;ANTIOQUIA;24377.6;327.0;26227.7;26227.7;1;OTRO
Empresa 4284;BOGOTA D.C.;24377.4;1488.9;5745.0;5745.0;0;SERVICIOS
Empresa 4285;ANTIOQUIA;24354.4;2967.8;9327.6;9327.6;1;COMERCIO
Empresa 4286;BOGOTA D.C.;24337.3;2968.1;29750.0;29750.0;0;SERVICIOS
Empresa 4287;BOGOTA D.C.;24334.3;1877.4;7395.1;7395.1;0;COMERCIO
Empresa 4288;CUNDINAMARCA;24333.0;3288.4;5640.8;5640.8;0;MANUFACTURA
Empresa 4289;CUNDINAMARCA;24332.6;1317.7;6451.4;6451.4;0;COMERCIO
Empresa 4290;BOLIVAR;24324.8;262.9;15405.6;15405.6;0;COMERCIO
Empresa 4291;BOGOTA D.C.;24318.2;246.2;14842.0;14842.0;0;OTRO
Empresa 4292;ATLANTICO;24317.3;33.5;8089.1;8089.1;0;COMERCIO
Empresa 4293;ANTIOQUIA;24310.7;656.3;6952.8;6952.8;1;COMERCIO
Empresa 4294;CUNDINAMARCA;24309.9;-282.8;16632.5;16632.5;0;SERVICIOS
Empresa 4295;BOGOTA D.C.;24307.4;753.1;10356.2;10356.2;0;SERVICIOS
Empresa 4296;ANTIOQUIA;24305.2;-1680.3;20797.5;20797.5;1;COMERCIO
Empresa 4297;ANTIOQUIA;24300.2;18.9;8620.6;8620.6;1;COMERCIO
Empresa 4298;CUNDINAMARCA;24286.2;-269.0;20795.0;20795.0;0;OTRO
Empresa 4299;BOGOTA D.C.;24280.7;1767.0;6118.9;6118.9;0;COMERCIO
Empresa 4300;VALLE;24274.0;786.6;3753.6;3753.6;0;SERVICIOS
Empresa 4301;BOGOTA D.C.;24253.2;1665.9;19398.1;19398.1;0;COMERCIO
Empresa 4302;BOGOTA D.C.;24251.9;-230.5;5069.2;5069.2;0;SERVICIOS
Empresa 4303;ATLANTICO;24242.7;-276.1;2334.1;2334.1;0;COMERCIO
Empresa 4304;ANTIOQUIA;24229.0;5799.3;5586.4;5586.4;1;OTRO
Empresa 4305;QUINDIO;24223.8;273.5;17040.3;17040.3;0;OTRO
Empresa 4306;ANTIOQUIA;24197.1;342.0;3630.9;3630.9;1;MANUFACTURA
Empresa 4307;VALLE;24196.1;1075.4;7545.9;7545.9;0;COMERCIO
Empresa 4308;ANTIOQUIA;24193.5;2942.1;7319.8;7319.8;1;COMERCIO
Empresa 4309;ATLANTICO;24188.4;86.4;3048.1;3048.1;0;SERVICIOS
Empresa 4310;ANTIOQUIA;24188.0;215.9;944.4;944.4;1;COMERCIO
Empresa 4311;ANTIOQUIA;24170.5;2185.2;10614.7;10614.7;1;SERVICIOS
Empresa 4312;ANTIOQUIA;24169.6;725.7;20873.6;20873.6;1;COMERCIO
Empresa 4313;TOLIMA;24165.1;2645.7;13418.6;13418.6;0;COMERCIO
Empresa 4314;TOLIMA;24160.4;760.2;103125.8;103125.8;0;OTRO
Empresa 4315;VALLE;24154.0;219.4;10948.4;10948.4;0;MANUFACTURA
Empresa 4316;BOGOTA D.C.;24153.9;1370.4;14485.6;14485.6;0;SERVICIOS
Empresa 4317;BOGOTA D.C.;24151.2;179.8;6632.2;6632.2;0;SERVICIOS
Empresa 4318;BOGOTA D.C.;24149.6;1557.3;3939.1;3939.1;0;SERVICIOS
Empresa 4319;VALLE;24127.5;5772.4;4194.5;4194.5;0;MANUFACTURA
Empresa 4320;VALLE;24126.0;22961.5;30787.5;30787.5;0;SERVICIOS
Empresa 4321;ANTIOQUIA;24119.0;200.2;5192.9;5192.9;1;SERVICIOS
Empresa 4322;ATLANTICO;24114.4;87.9;8234.0;8234.0;0;COMERCIO
Empresa 4323;ANTIOQUIA;24113.2;-471.0;7492.0;7492.0;1;COMERCIO
Empresa 4324;ANTIOQUIA;24099.8;515.9;4243.2;4243.2;1;COMERCIO
Empresa 4325;BOGOTA D.C.;24089.2;551.5;25023.0;25023.0;0;OTRO
Empresa 4326;BOGOTA D.C.;24083.8;787.7;25601.3;25601.3;0;MANUFACTURA
Empresa 4327;ANTIOQUIA;24081.5;246.2;5545.8;5545.8;1;OTRO
Empresa 4328;BOLIVAR;24072.8;2028.2;30070.2;30070.2;0;SERVICIOS
Empresa 4329;NORTE DE SANTANDER;24062.0;-5329.3;41568.3;41568.3;0;OTRO
Empresa 4330;BOGOTA D.C. ;24054.8;1987.8;54713.5;54713.5;0;OTRO
Empresa 4331;BOGOTA D.C.;24053.2;4059.7;13313.7;13313.7;0;MANUFACTURA
Empresa 4332;CALDAS;24050.4;-434.3;7406.5;7406.5;0;SERVICIOS
Empresa 4333;BOGOTA D.C.;24048.2;1936.0;9654.3;9654.3;0;MANUFACTURA
Empresa 4334;BOGOTA D.C.;24045.1;981.7;14625.6;14625.6;0;SERVICIOS
Empresa 4335;VALLE;24034.1;909.1;4744.6;4744.6;0;COMERCIO
Empresa 4336;BOGOTA D.C.;24024.8;1742.7;10436.5;10436.5;0;COMERCIO
Empresa 4337;BOGOTA D.C.;24024.5;1513.5;3976.4;3976.4;0;SERVICIOS
Empresa 4338;VALLE;24018.6;357.3;13736.5;13736.5;0;COMERCIO
Empresa 4339;META;24015.4;2051.5;2878.3;2878.3;0;SERVICIOS
Empresa 4340;MAGDALENA;24012.1;-5895.7;46413.3;46413.3;0;COMERCIO
Empresa 4341;ANTIOQUIA;23997.1;22994.8;2656.1;2656.1;1;SERVICIOS
Empresa 4342;BOGOTA D.C.;23994.5;1575.5;7312.2;7312.2;0;MANUFACTURA
Empresa 4343;SANTANDER;23992.6;681.8;24211.0;24211.0;0;MANUFACTURA
Empresa 4344;ANTIOQUIA;23990.5;-130.9;15644.9;15644.9;1;COMERCIO
Empresa 4345;BOGOTA D.C.;23987.4;2626.6;7027.8;7027.8;0;SERVICIOS
Empresa 4346;VALLE;23984.8;804.0;8218.5;8218.5;0;OTRO
Empresa 4347;META;23974.6;374.2;9106.6;9106.6;0;COMERCIO
Empresa 4348;ATLANTICO;23960.2;2333.7;2801.3;2801.3;0;COMERCIO
Empresa 4349;BOGOTA D.C.;23953.6;240.7;54928.4;54928.4;0;OTRO
Empresa 4350;ANTIOQUIA;23952.0;337.4;7495.7;7495.7;1;COMERCIO
Empresa 4351;ANTIOQUIA;23950.5;3.4;5831.8;5831.8;1;COMERCIO
Empresa 4352;CUNDINAMARCA;23949.7;102.3;9562.0;9562.0;0;MANUFACTURA
Empresa 4353;BOGOTA D.C.;23940.1;1115.6;254.4;254.4;0;OTRO
Empresa 4354;ATLANTICO;23931.2;1454.9;6327.0;6327.0;0;COMERCIO
Empresa 4355;BOGOTA D.C.;23892.2;953.9;3100.8;3100.8;0;SERVICIOS
Empresa 4356;VALLE;23890.0;643.5;6454.9;6454.9;0;COMERCIO
Empresa 4357;BOGOTA D.C.;23880.3;6707.1;65713.8;65713.8;0;SERVICIOS
Empresa 4358;SANTANDER;23877.9;-608.6;17402.8;17402.8;0;SERVICIOS
Empresa 4359;BOGOTA D.C.;23877.3;7.7;4183.3;4183.3;0;SERVICIOS
Empresa 4360;BOLIVAR;23877.3;553.7;36342.3;36342.3;0;OTRO
Empresa 4361;BOGOTA D.C.;23859.0;756.0;35800.0;35800.0;0;COMERCIO
Empresa 4362;SANTANDER;23854.4;1106.5;6112.5;6112.5;0;COMERCIO
Empresa 4363;BOGOTA D.C.;23853.6;-1344.7;6870.7;6870.7;0;COMERCIO
Empresa 4364;ATLANTICO;23848.5;329.4;5257.7;5257.7;0;COMERCIO
Empresa 4365;ANTIOQUIA;23846.5;1310.9;4568.6;4568.6;1;COMERCIO
Empresa 4366;BOGOTA D.C.;23840.0;1484.2;8380.3;8380.3;0;SERVICIOS
Empresa 4367;VALLE;23837.7;329.1;8956.0;8956.0;0;COMERCIO
Empresa 4368;BOLIVAR;23837.6;415.0;4542.4;4542.4;0;COMERCIO
Empresa 4369;BOGOTA D.C.;23814.7;861.9;5938.0;5938.0;0;MANUFACTURA
Empresa 4370;BOGOTA D.C.;23809.6;1100.6;6282.0;6282.0;0;COMERCIO
Empresa 4371;BOGOTA D.C.;23799.6;-13747.0;25320.4;25320.4;0;MANUFACTURA
Empresa 4372;CUNDINAMARCA;23799.6;78.9;6698.5;6698.5;0;COMERCIO
Empresa 4373;BOGOTA D.C.;23793.2;5218.5;15846.2;15846.2;0;SERVICIOS
Empresa 4374;TOLIMA;23781.3;19522.4;106200.3;106200.3;0;SERVICIOS
Empresa 4375;ANTIOQUIA;23758.8;625.4;10021.4;10021.4;1;COMERCIO
Empresa 4376;BOLIVAR;23756.6;425.9;11340.0;11340.0;0;SERVICIOS
Empresa 4377;BOLIVAR;23752.5;479.8;10490.9;10490.9;0;COMERCIO
Empresa 4378;ANTIOQUIA;23751.8;1057.0;4954.9;4954.9;1;SERVICIOS
Empresa 4379;BOGOTA D.C.;23743.6;21.1;1168.9;1168.9;0;COMERCIO
Empresa 4380;BOGOTA D.C. ;23728.1;6661.3;4775.4;4775.4;0;SERVICIOS
Empresa 4381;ATLANTICO;23722.4;1208.9;3330.3;3330.3;0;SERVICIOS
Empresa 4382;CUNDINAMARCA;23719.8;1265.9;10683.7;10683.7;0;COMERCIO
Empresa 4383;BOLIVAR;23717.2;2049.4;14247.2;14247.2;0;SERVICIOS
Empresa 4384;BOGOTA D.C.;23717.1;538.7;9849.0;9849.0;0;SERVICIOS
Empresa 4385;BOGOTA D.C.;23699.0;1168.1;8622.3;8622.3;0;COMERCIO
Empresa 4386;BOGOTA D.C.;23698.1;8335.6;149089.5;149089.5;0;SERVICIOS
Empresa 4387;ATLANTICO;23693.8;672.1;4747.1;4747.1;0;MANUFACTURA
Empresa 4388;VALLE;23689.5;-1735.2;17002.1;17002.1;0;COMERCIO
Empresa 4389;ANTIOQUIA;23689.4;558.8;24326.7;24326.7;1;COMERCIO
Empresa 4390;CALDAS;23680.2;1928.2;8837.1;8837.1;0;MANUFACTURA
Empresa 4391;ANTIOQUIA;23679.5;13356.5;465.8;465.8;1;SERVICIOS
Empresa 4392;VALLE;23657.0;193.8;4862.4;4862.4;0;COMERCIO
Empresa 4393;BOGOTA D.C.;23656.5;571.5;2808.0;2808.0;0;COMERCIO
Empresa 4394;ANTIOQUIA;23654.0;3205.3;13029.1;13029.1;1;COMERCIO
Empresa 4395;BOGOTA D.C.;23652.4;-355.6;12827.5;12827.5;0;SERVICIOS
Empresa 4396;BOGOTA D.C.;23648.0;-1598.3;33462.8;33462.8;0;SERVICIOS
Empresa 4397;NORTE DE SANTANDER;23635.2;278.5;1571.8;1571.8;0;COMERCIO
Empresa 4398;NORTE DE SANTANDER;23633.9;194.4;9236.7;9236.7;0;COMERCIO
Empresa 4399;ANTIOQUIA;23630.0;22349.2;4025.6;4025.6;1;SERVICIOS
Empresa 4400;BOGOTA D.C.;23628.8;8901.1;27218.9;27218.9;0;SERVICIOS
Empresa 4401;VALLE;23622.8;81.1;2796.4;2796.4;0;COMERCIO
Empresa 4402;BOGOTA D.C.;23620.3;487.4;1956.6;1956.6;0;COMERCIO
Empresa 4403;BOGOTA D.C.;23617.8;1704.9;28528.4;28528.4;0;COMERCIO
Empresa 4404;CUNDINAMARCA;23617.6;1325.9;4475.1;4475.1;0;MANUFACTURA
Empresa 4405;BOGOTA D.C.;23613.5;117.6;2096.5;2096.5;0;SERVICIOS
Empresa 4406;CUNDINAMARCA;23604.2;1256.8;9277.9;9277.9;0;COMERCIO
Empresa 4407;CAUCA;23603.2;1579.1;62646.2;62646.2;0;OTRO
Empresa 4408;SANTANDER;23602.5;93.3;6921.4;6921.4;0;COMERCIO
Empresa 4409;ANTIOQUIA;23595.0;482.8;240216.5;240216.5;1;OTRO
Empresa 4410;VALLE;23594.3;197.8;1608.4;1608.4;0;COMERCIO
Empresa 4411;BOGOTA D.C.;23587.2;75.1;1999.0;1999.0;0;SERVICIOS
Empresa 4412;BOGOTA D.C.;23584.0;209.4;9540.2;9540.2;0;SERVICIOS
Empresa 4413;ANTIOQUIA;23569.6;804.3;22431.6;22431.6;1;MANUFACTURA
Empresa 4414;ANTIOQUIA;23569.3;-47.4;6738.6;6738.6;1;MANUFACTURA
Empresa 4415;ATLANTICO;23560.2;17029.6;70977.2;70977.2;0;OTRO
Empresa 4416;CUNDINAMARCA;23556.9;-5593.1;33558.5;33558.5;0;OTRO
Empresa 4417;BOGOTA D.C.;23554.3;106.5;1706.6;1706.6;0;COMERCIO
Empresa 4418;BOLIVAR;23548.0;678.2;7614.5;7614.5;0;SERVICIOS
Empresa 4419;ANTIOQUIA;23534.0;21.6;5079.5;5079.5;1;COMERCIO
Empresa 4420;QUINDIO;23533.3;3704.7;11329.2;11329.2;0;COMERCIO
Empresa 4421;ATLANTICO;23529.8;2617.7;19818.1;19818.1;0;COMERCIO
Empresa 4422;ATLANTICO;23528.1;169.0;3281.3;3281.3;0;OTRO
Empresa 4423;BOGOTA D.C.;23527.1;1207.7;4733.3;4733.3;0;MANUFACTURA
Empresa 4424;NORTE DE SANTANDER;23525.6;690.2;16121.8;16121.8;0;OTRO
Empresa 4425;ATLANTICO;23517.5;890.7;7138.1;7138.1;0;COMERCIO
Empresa 4426;ANTIOQUIA;23514.6;517.6;10787.4;10787.4;1;SERVICIOS
Empresa 4427;ANTIOQUIA;23514.1;534.3;3658.8;3658.8;1;OTRO
Empresa 4428;ATLANTICO;23512.5;951.6;4474.6;4474.6;0;SERVICIOS
Empresa 4429;BOGOTA D.C.;23506.3;-115311.3;173430.4;173430.4;0;SERVICIOS
Empresa 4430;BOGOTA D.C.;23498.4;-74.9;4048.4;4048.4;0;COMERCIO
Empresa 4431;ANTIOQUIA;23485.0;1237.9;11235.8;11235.8;1;COMERCIO
Empresa 4432;BOGOTA D.C.;23473.5;698.4;8908.5;8908.5;0;MANUFACTURA
Empresa 4433;CALDAS;23472.7;355.0;3702.3;3702.3;0;COMERCIO
Empresa 4434;BOGOTA D.C.;23464.0;1236.5;20164.4;20164.4;0;COMERCIO
Empresa 4435;HUILA ;23462.5;2497.0;4212.0;4212.0;0;SERVICIOS
Empresa 4436;BOGOTA D.C.;23462.1;2564.5;15980.4;15980.4;0;SERVICIOS
Empresa 4437;ANTIOQUIA;23458.0;793.9;14986.6;14986.6;1;COMERCIO
Empresa 4438;ATLANTICO;23455.3;1407.4;10693.6;10693.6;0;SERVICIOS
Empresa 4439;BOGOTA D.C.;23428.8;8610.4;32399.9;32399.9;0;SERVICIOS
Empresa 4440;VALLE;23421.8;4478.5;2312.4;2312.4;0;SERVICIOS
Empresa 4441;QUINDIO;23414.6;899.5;1760.2;1760.2;0;COMERCIO
Empresa 4442;BOLIVAR;23410.0;168.4;5937.8;5937.8;0;SERVICIOS
Empresa 4443;BOGOTA D.C.;23397.3;1572.1;8696.6;8696.6;0;MANUFACTURA
Empresa 4444;BOGOTA D.C.;23387.8;1105.8;12848.2;12848.2;0;COMERCIO
Empresa 4445;CALDAS;23386.3;228.1;6082.5;6082.5;0;COMERCIO
Empresa 4446;TOLIMA;23381.0;869.8;2362.7;2362.7;0;COMERCIO
Empresa 4447;BOGOTA D.C.;23372.5;63.7;10545.8;10545.8;0;OTRO
Empresa 4448;BOGOTA D.C. ;23368.9;1392.1;2246.1;2246.1;0;COMERCIO
Empresa 4449;BOGOTA D.C.;23365.5;-175.8;40327.6;40327.6;0;OTRO
Empresa 4450;BOGOTA D.C.;23355.5;176.1;5153.5;5153.5;0;COMERCIO
Empresa 4451;BOLIVAR;23354.6;2423.5;4124.4;4124.4;0;SERVICIOS
Empresa 4452;BOGOTA D.C.;23351.4;344.3;7755.5;7755.5;0;COMERCIO
Empresa 4453;BOGOTA D.C.;23329.6;1353.2;12253.0;12253.0;0;OTRO
Empresa 4454;VALLE;23327.3;97.4;6893.9;6893.9;0;COMERCIO
Empresa 4455;MAGDALENA;23326.3;357.7;19270.9;19270.9;0;OTRO
Empresa 4456;VALLE;23325.2;1100.4;10844.2;10844.2;0;MANUFACTURA
Empresa 4457;ANTIOQUIA;23316.2;2611.3;15718.2;15718.2;1;SERVICIOS
Empresa 4458;ANTIOQUIA;23312.0;276.4;9027.5;9027.5;1;COMERCIO
Empresa 4459;ANTIOQUIA;23308.1;1243.6;1379.1;1379.1;1;OTRO
Empresa 4460;BOGOTA D.C.;23305.2;898.0;14482.4;14482.4;0;MANUFACTURA
Empresa 4461;CUNDINAMARCA;23300.1;274.5;7120.8;7120.8;0;SERVICIOS
Empresa 4462;BOGOTA D.C.;23299.8;-3855.5;50870.5;50870.5;0;COMERCIO
Empresa 4463;VALLE;23294.8;4339.4;7166.5;7166.5;0;SERVICIOS
Empresa 4464;BOLIVAR;23294.6;10718.0;2188.8;2188.8;0;OTRO
Empresa 4465;VALLE;23280.6;1637.1;63348.3;63348.3;0;SERVICIOS
Empresa 4466;BOGOTA D.C.;23277.4;-4340.0;2220.9;2220.9;0;SERVICIOS
Empresa 4467;VALLE;23277.1;-86.6;5093.9;5093.9;0;SERVICIOS
Empresa 4468;NORTE DE SANTANDER;23264.9;1461.5;2349.9;2349.9;0;SERVICIOS
Empresa 4469;ATLANTICO;23263.4;-1287.6;23174.5;23174.5;0;COMERCIO
Empresa 4470;BOGOTA D.C.;23255.5;597.2;13122.8;13122.8;0;COMERCIO
Empresa 4471;ANTIOQUIA;23254.9;-40.0;9554.8;9554.8;1;MANUFACTURA
Empresa 4472;VALLE;23250.0;810.8;4648.8;4648.8;0;COMERCIO
Empresa 4473;BOGOTA D.C. ;23240.2;652.0;10894.2;10894.2;0;MANUFACTURA
Empresa 4474;BOGOTA D.C.;23239.7;785.9;9373.0;9373.0;0;MANUFACTURA
Empresa 4475;ANTIOQUIA;23233.2;3266.8;37137.2;37137.2;1;OTRO
Empresa 4476;NORTE DE SANTANDER;23233.0;1063.4;27465.8;27465.8;0;SERVICIOS
Empresa 4477;BOGOTA D.C.;23232.3;1188.5;6387.4;6387.4;0;SERVICIOS
Empresa 4478;VALLE;23231.3;-45.1;8972.1;8972.1;0;COMERCIO
Empresa 4479;BOGOTA D.C.;23222.1;162.1;15194.4;15194.4;0;SERVICIOS
Empresa 4480;ANTIOQUIA;23221.3;184.3;9917.4;9917.4;1;COMERCIO
Empresa 4481;BOGOTA D.C.;23209.7;2067.2;68533.8;68533.8;0;SERVICIOS
Empresa 4482;BOGOTA D.C.;23206.7;1696.4;9418.2;9418.2;0;COMERCIO
Empresa 4483;BOGOTA D.C.;23205.1;211.3;3115.9;3115.9;0;SERVICIOS
Empresa 4484;BOGOTA D.C.;23180.1;747.5;8424.0;8424.0;0;COMERCIO
Empresa 4485;ANTIOQUIA;23173.9;109.8;6602.6;6602.6;1;OTRO
Empresa 4486;BOGOTA D.C.;23172.6;5235.0;10386.6;10386.6;0;SERVICIOS
Empresa 4487;CUNDINAMARCA;23165.0;1687.6;4225.2;4225.2;0;COMERCIO
Empresa 4488;BOGOTA D.C.;23155.5;530.8;5730.9;5730.9;0;MANUFACTURA
Empresa 4489;BOGOTA D.C.;23155.3;-2025.7;10641.9;10641.9;0;SERVICIOS
Empresa 4490;BOGOTA D.C.;23151.7;291.9;4001.0;4001.0;0;COMERCIO
Empresa 4491;BOGOTA D.C.;23149.7;360.3;16728.3;16728.3;0;COMERCIO
Empresa 4492;BOGOTA D.C. ;23147.4;679.3;17436.3;17436.3;0;COMERCIO
Empresa 4493;BOGOTA D.C.;23135.9;3732.7;6004.6;6004.6;0;SERVICIOS
Empresa 4494;META;23133.2;1009.9;3713.1;3713.1;0;COMERCIO
Empresa 4495;BOGOTA D.C.;23129.3;531.0;1977.1;1977.1;0;COMERCIO
Empresa 4496;BOGOTA D.C.;23128.2;1086.4;9355.2;9355.2;0;OTRO
Empresa 4497;ANTIOQUIA;23117.5;2031.9;6352.7;6352.7;1;MANUFACTURA
Empresa 4498;ANTIOQUIA;23116.2;1153.0;12664.1;12664.1;1;SERVICIOS
Empresa 4499;CUNDINAMARCA;23107.8;1463.1;7072.0;7072.0;0;OTRO
Empresa 4500;NORTE DE SANTANDER;23104.9;127.8;8857.0;8857.0;0;SERVICIOS
Empresa 4501;CUNDINAMARCA;23065.3;1390.4;1579.0;1579.0;0;SERVICIOS
Empresa 4502;BOGOTA D.C.;23063.0;381.5;38762.7;38762.7;0;MANUFACTURA
Empresa 4503;BOGOTA D.C.;23059.8;780.1;20707.5;20707.5;0;SERVICIOS
Empresa 4504;SANTANDER;23047.7;1096.4;17993.5;17993.5;0;OTRO
Empresa 4505;ANTIOQUIA;23044.8;80.3;2389.9;2389.9;1;SERVICIOS
Empresa 4506;VALLE;23036.6;596.9;7768.9;7768.9;0;OTRO
Empresa 4507;BOGOTA D.C.;23033.7;5555.9;140558.4;140558.4;0;SERVICIOS
Empresa 4508;BOGOTA D.C.;23032.5;575.0;14166.4;14166.4;0;COMERCIO
Empresa 4509;BOGOTA D.C.;23031.3;20571.8;91449.7;91449.7;0;SERVICIOS
Empresa 4510;BOGOTA D.C.;23027.1;24553.2;8793.2;8793.2;0;SERVICIOS
Empresa 4511;CUNDINAMARCA;23020.5;-195.4;8113.3;8113.3;0;SERVICIOS
Empresa 4512;BOGOTA D.C.;22992.8;3049.3;6881.8;6881.8;0;SERVICIOS
Empresa 4513;CUNDINAMARCA;22991.1;3180.0;9127.2;9127.2;0;OTRO
Empresa 4514;VALLE;22989.1;527.0;15779.4;15779.4;0;OTRO
Empresa 4515;BOGOTA D.C.;22980.7;3561.2;5998.9;5998.9;0;COMERCIO
Empresa 4516;BOGOTA D.C.;22974.4;2162.2;5181.2;5181.2;0;SERVICIOS
Empresa 4517;BOGOTA D.C.;22969.0;347.5;18044.4;18044.4;0;MANUFACTURA
Empresa 4518;BOGOTA D.C.;22968.5;1170.6;2351.8;2351.8;0;OTRO
Empresa 4519;ANTIOQUIA;22965.6;1815.0;11484.5;11484.5;1;COMERCIO
Empresa 4520;ATLANTICO;22961.3;262.7;4090.1;4090.1;0;SERVICIOS
Empresa 4521;BOGOTA D.C.;22956.1;2767.1;9733.6;9733.6;0;COMERCIO
Empresa 4522;VALLE;22955.4;5.7;365.7;365.7;0;COMERCIO
Empresa 4523;BOGOTA D.C. ;22947.1;1099.1;23947.6;23947.6;0;SERVICIOS
Empresa 4524;BOGOTA D.C.;22941.9;355.6;1598.9;1598.9;0;COMERCIO
Empresa 4525;BOGOTA D.C.;22937.8;1062.2;11679.0;11679.0;0;SERVICIOS
Empresa 4526;ANTIOQUIA;22933.0;34.5;4760.6;4760.6;1;COMERCIO
Empresa 4527;ANTIOQUIA;22929.8;1205.1;4647.7;4647.7;1;MANUFACTURA
Empresa 4528;BOGOTA D.C.;22925.6;1451.9;6161.4;6161.4;0;OTRO
Empresa 4529;BOLIVAR;22923.6;193.3;15353.0;15353.0;0;MANUFACTURA
Empresa 4530;BOGOTA D.C.;22923.2;1015.6;3523.1;3523.1;0;COMERCIO
Empresa 4531;VALLE;22919.1;-227.9;16651.1;16651.1;0;MANUFACTURA
Empresa 4532;BOGOTA D.C.;22915.1;-2377.8;13197.1;13197.1;0;SERVICIOS
Empresa 4533;ATLANTICO;22911.5;52.7;24851.7;24851.7;0;SERVICIOS
Empresa 4534;BOGOTA D.C.;22911.2;22789.5;290.3;290.3;0;SERVICIOS
Empresa 4535;BOGOTA D.C.;22890.9;715.9;21996.3;21996.3;0;SERVICIOS
Empresa 4536;ANTIOQUIA;22864.1;1030.0;6698.0;6698.0;1;COMERCIO
Empresa 4537;CUNDINAMARCA;22863.5;1090.9;7805.9;7805.9;0;OTRO
Empresa 4538;BOGOTA D.C.;22847.5;2794.4;3851.3;3851.3;0;COMERCIO
Empresa 4539;BOLIVAR;22846.5;3156.0;8400.1;8400.1;0;SERVICIOS
Empresa 4540;BOGOTA D.C.;22842.3;-734.5;15979.5;15979.5;0;COMERCIO
Empresa 4541;NORTE DE SANTANDER;22839.4;233.1;6043.6;6043.6;0;COMERCIO
Empresa 4542;VALLE;22837.1;2532.7;10557.2;10557.2;0;MANUFACTURA
Empresa 4543;BOGOTA D.C.;22837.0;-730.1;8016.5;8016.5;0;SERVICIOS
Empresa 4544;CUNDINAMARCA;22809.5;476.7;4067.6;4067.6;0;COMERCIO
Empresa 4545;CALDAS;22806.1;1131.7;11581.1;11581.1;0;MANUFACTURA
Empresa 4546;MAGDALENA;22805.0;53.0;4639.3;4639.3;0;OTRO
Empresa 4547;BOGOTA D.C.;22803.5;1100.0;18492.9;18492.9;0;OTRO
Empresa 4548;BOGOTA D.C.;22800.8;-690.6;5312.0;5312.0;0;SERVICIOS
Empresa 4549;BOGOTA D.C.;22787.7;602.2;6196.6;6196.6;0;COMERCIO
Empresa 4550;LA GUAJIRA;22786.6;308.0;1493.1;1493.1;0;COMERCIO
Empresa 4551;BOGOTA D.C.;22772.5;359.5;4257.5;4257.5;0;MANUFACTURA
Empresa 4552;BOGOTA D.C.;22766.7;753.1;4227.8;4227.8;0;SERVICIOS
Empresa 4553;ATLANTICO;22763.0;1373.3;8801.4;8801.4;0;MANUFACTURA
Empresa 4554;BOGOTA D.C.;22760.8;756.5;4743.5;4743.5;0;COMERCIO
Empresa 4555;BOGOTA D.C.;22759.0;52.6;7305.1;7305.1;0;COMERCIO
Empresa 4556;TOLIMA;22759.0;716.7;13857.6;13857.6;0;OTRO
Empresa 4557;BOGOTA D.C.;22744.5;5048.9;848.1;848.1;0;MANUFACTURA
Empresa 4558;BOGOTA D.C.;22731.2;-1809.4;10260.4;10260.4;0;COMERCIO
Empresa 4559;CUNDINAMARCA;22716.6;187.9;10694.5;10694.5;0;COMERCIO
Empresa 4560;BOGOTA D.C.;22714.6;-14.0;47029.8;47029.8;0;OTRO
Empresa 4561;BOGOTA D.C.;22697.5;-2604.8;21211.5;21211.5;0;OTRO
Empresa 4562;BOGOTA D.C.;22696.1;-841.0;21037.8;21037.8;0;OTRO
Empresa 4563;BOGOTA D.C.;22692.1;291.6;7687.2;7687.2;0;COMERCIO
Empresa 4564;BOGOTA D.C.;22691.0;689.8;14559.8;14559.8;0;SERVICIOS
Empresa 4565;ATLANTICO;22685.0;1705.1;8365.1;8365.1;0;SERVICIOS
Empresa 4566;ANTIOQUIA;22678.8;497.2;16616.0;16616.0;1;COMERCIO
Empresa 4567;VALLE;22670.5;18644.3;40854.7;40854.7;0;SERVICIOS
Empresa 4568;ATLANTICO;22668.6;7314.9;80739.0;80739.0;0;OTRO
Empresa 4569;BOGOTA D.C.;22668.3;680.5;13493.3;13493.3;0;COMERCIO
Empresa 4570;VALLE;22664.6;-182.9;1457.6;1457.6;0;COMERCIO
Empresa 4571;BOGOTA D.C.;22664.1;671.3;5212.3;5212.3;0;MANUFACTURA
Empresa 4572;BOGOTA D.C.;22651.4;2231.5;16995.7;16995.7;0;COMERCIO
Empresa 4573;ANTIOQUIA;22649.3;529.8;15459.4;15459.4;1;MANUFACTURA
