RAZON;DEPARTAMENTO DOMICILIO;INGRESOS;GANANCIA;ACTIVOS;PASIVOS;CATE;SECTOR
Empresa 2399;VALLE;41578.8;1919.4;32898.9;32898.9;0;COMERCIO
Empresa 2400;ANTIOQUIA;41554.4;733.3;10619.8;10619.8;1;OTRO
Empresa 2401;VALLE;41541.8;3695.2;12237.8;12237.8;0;SERVICIOS
Empresa 2402;ATLANTICO;41495.7;1681.1;9627.7;9627.7;0;COMERCIO
Empresa 2403;NARINO;41492.1;5919.2;19773.1;19773.1;0;SERVICIOS
Empresa 2404;VALLE;41479.9;223.7;6364.7;6364.7;0;COMERCIO
Empresa 2405;BOGOTA D.C.;41473.9;2478.8;2217.1;2217.1;0;SERVICIOS
Empresa 2406;BOGOTA D.C.;41424.9;-2707.8;20791.4;20791.4;0;MANUFACTURA
Empresa 2407;BOGOTA D.C.;41388.8;-808.8;20692.4;20692.4;0;SERVICIOS
Empresa 2408;RISARALDA;41384.2;530.2;7380.6;7380.6;0;SERVICIOS
Empresa 2409;BOGOTA D.C.;41367.6;362.4;16463.0;16463.0;0;COMERCIO
Empresa 2410;BOGOTA D.C.;41366.1;1715.3;5876.1;5876.1;0;COMERCIO
Empresa 2411;CUNDINAMARCA;41337.9;2155.3;12017.4;12017.4;0;COMERCIO
Empresa 2412;ANTIOQUIA;41323.9;265.9;16952.0;16952.0;1;MANUFACTURA
Empresa 2413;VALLE;41323.8;1821.6;22118.1;22118.1;0;COMERCIO
Empresa 2414;VALLE;41323.7;2080.7;9161.7;9161.7;0;OTRO
Empresa 2415;VALLE;41320.2;-13452.7;182516.7;182516.7;0;SERVICIOS
Empresa 2416;ATLANTICO;41290.3;686.9;9038.0;9038.0;0;SERVICIOS
Empresa 2417;BOGOTA D.C.;41267.9;1407.4;16171.3;16171.3;0;SERVICIOS
Empresa 2418;ANTIOQUIA;41261.9;273.2;14932.8;14932.8;1;COMERCIO
Empresa 2419;ANTIOQUIA;41227.9;1305.1;14206.6;14206.6;1;MANUFACTURA
Empresa 2420;VALLE;41218.1;414.9;10789.5;10789.5;0;COMERCIO
Empresa 2421;ANTIOQUIA;41203.6;1169.7;22965.7;22965.7;1;MANUFACTURA
Empresa 2422;SANTANDER;41191.8;-3404.6;27615.4;27615.4;0;SERVICIOS
Empresa 2423;BOGOTA D.C.;41181.8;1669.8;6227.8;6227.8;0;COMERCIO
Empresa 2424;ANTIOQUIA;41176.3;11974.3;35224.1;35224.1;1;SERVICIOS
Empresa 2425;BOGOTA D.C.;41159.4;588.9;5728.5;5728.5;0;SERVICIOS
Empresa 2426;VALLE;41153.9;5896.0;222709.8;222709.8;0;SERVICIOS
Empresa 2427;BOGOTA D.C.;41132.7;-1315.7;11884.1;11884.1;0;MANUFACTURA
Empresa 2428;ATLANTICO;41120.7;162.3;17900.6;17900.6;0;COMERCIO
Empresa 2429;BOGOTA D.C.;41084.2;2880.6;7388.4;7388.4;0;COMERCIO
Empresa 2430;BOGOTA D.C.;41066.4;-824.3;15411.9;15411.9;0;SERVICIOS
Empresa 2431;VALLE;41054.1;2298.7;26257.0;26257.0;0;SERVICIOS
Empresa 2432;VALLE;40995.7;1924.5;23516.2;23516.2;0;SERVICIOS
Empresa 2433;TOLIMA;40980.3;1332.2;18776.0;18776.0;0;OTRO
Empresa 2434;BOGOTA D.C.;40971.4;1157.5;10005.9;10005.9;0;OTRO
Empresa 2435;BOGOTA D.C.;40966.8;718.7;12276.5;12276.5;0;COMERCIO
Empresa 2436;BOGOTA D.C.;40957.5;6194.4;19669.6;19669.6;0;COMERCIO
Empresa 2437;ANTIOQUIA;40951.4;-487.5;2720.5;2720.5;1;COMERCIO
Empresa 2438;NARINO;40930.5;1553.2;32310.7;32310.7;0;SERVICIOS
Empresa 2439;BOGOTA D.C.;40925.6;1354.2;82889.8;82889.8;0;OTRO
Empresa 2440;BOGOTA D.C.;40919.5;3188.9;20330.4;20330.4;0;MANUFACTURA
Empresa 2441;HUILA ;40889.0;1178.2;2396.8;2396.8;0;SERVICIOS
Empresa 2442;VALLE;40884.5;356.6;7291.1;7291.1;0;COMERCIO
Empresa 2443;BOGOTA D.C.;40866.1;17970.5;153919.3;153919.3;0;SERVICIOS
Empresa 2444;BOGOTA D.C.;40825.7;-18839.1;23193.1;23193.1;0;MANUFACTURA
Empresa 2445;BOGOTA D.C.;40823.3;7928.2;14733.9;14733.9;0;SERVICIOS
Empresa 2446;BOGOTA D.C.;40821.4;533.3;18686.6;18686.6;0;MANUFACTURA
Empresa 2447;ANTIOQUIA;40818.7;2314.7;9155.9;9155.9;1;COMERCIO
Empresa 2448;BOGOTA D.C.;40798.3;636.7;13314.5;13314.5;0;COMERCIO
Empresa 2449;BOGOTA D.C.;40763.2;2945.5;7792.3;7792.3;0;SERVICIOS
Empresa 2450;ATLANTICO;40742.5;282.8;20712.1;20712.1;0;COMERCIO
Empresa 2451;BOLIVAR;40738.8;1769.7;16457.6;16457.6;0;MANUFACTURA
Empresa 2452;SANTANDER;40721.2;2417.1;9042.0;9042.0;0;MANUFACTURA
Empresa 2453;BOGOTA D.C.;40717.4;5170.3;50787.0;50787.0;0;OTRO
Empresa 2454;ANTIOQUIA;40694.7;395.6;9998.5;9998.5;1;COMERCIO
Empresa 2455;VALLE;40693.5;2148.6;17563.7;17563.7;0;SERVICIOS
Empresa 2456;BOGOTA D.C.;40670.4;3144.1;7285.2;7285.2;0;SERVICIOS
Empresa 2457;ATLANTICO;40659.4;2381.3;12592.5;12592.5;0;COMERCIO
Empresa 2458;BOGOTA D.C.;40641.4;713.5;9108.0;9108.0;0;SERVICIOS
Empresa 2459;BOGOTA D.C.;40641.4;-4388.0;39244.7;39244.7;0;SERVICIOS
Empresa 2460;BOGOTA D.C.;40623.5;2396.2;14470.9;14470.9;0;MANUFACTURA
Empresa 2461;NORTE DE SANTANDER;40622.9;778.1;9575.8;9575.8;0;COMERCIO
Empresa 2462;NORTE DE SANTANDER;40613.9;-775.4;13586.6;13586.6;0;OTRO
Empresa 2463;BOGOTA D.C.;40612.8;121.4;4746.6;4746.6;0;SERVICIOS
Empresa 2464;ANTIOQUIA;40611.8;3325.3;28582.4;28582.4;1;SERVICIOS
Empresa 2465;BOLIVAR;40582.6;987.6;8489.7;8489.7;0;COMERCIO
Empresa 2466;SAN ANDRES Y PROVIDENCIA;40552.1;1516.1;15007.8;15007.8;0;COMERCIO
Empresa 2467;BOGOTA D.C.;40541.9;-1836.0;57983.1;57983.1;0;OTRO
Empresa 2468;ATLANTICO;40519.3;2300.2;16134.3;16134.3;0;MANUFACTURA
Empresa 2469;BOGOTA D.C.;40506.4;7153.6;35946.2;35946.2;0;MANUFACTURA
Empresa 2470;BOGOTA D.C.;40479.0;959.8;16778.8;16778.8;0;COMERCIO
Empresa 2471;ANTIOQUIA;40464.4;579.7;4952.4;4952.4;1;COMERCIO
Empresa 2472;CAUCA;40461.0;783.2;7473.3;7473.3;0;COMERCIO
Empresa 2473;HUILA;40436.3;1009.1;12326.1;12326.1;0;MANUFACTURA
Empresa 2474;BOGOTA D.C.;40422.0;703.2;36381.6;36381.6;0;SERVICIOS
Empresa 2475;ANTIOQUIA;40412.3;1448.6;21139.7;21139.7;1;COMERCIO
Empresa 2476;ANTIOQUIA;40408.2;105.6;3495.0;3495.0;1;SERVICIOS
Empresa 2477;VALLE;40404.5;670.8;8456.0;8456.0;0;COMERCIO
Empresa 2478;SANTANDER;40380.8;1946.2;8850.4;8850.4;0;MANUFACTURA
Empresa 2479;BOGOTA D.C.;40380.1;178.6;3390.8;3390.8;0;SERVICIOS
Empresa 2480;ATLANTICO;40331.0;4898.1;64952.9;64952.9;0;OTRO
Empresa 2481;BOGOTA D.C.;40315.8;-340.2;31360.6;31360.6;0;COMERCIO
Empresa 2482;SANTANDER;40269.7;393.8;35091.9;35091.9;0;OTRO
Empresa 2483;BOGOTA D.C.;40239.8;2773.3;29298.1;29298.1;0;COMERCIO
Empresa 2484;VALLE;40235.1;8959.6;197777.2;197777.2;0;SERVICIOS
Empresa 2485;CUNDINAMARCA;40222.1;3312.4;9821.8;9821.8;0;OTRO
Empresa 2486;BOGOTA D.C.;40206.3;17023.1;1446.8;1446.8;0;SERVICIOS
Empresa 2487;BOGOTA D.C.;40202.5;3844.0;7355.3;7355.3;0;OTRO
Empresa 2488;VALLE;40186.4;667.8;20790.0;20790.0;0;COMERCIO
Empresa 2489;ATLANTICO;40154.7;2824.5;33186.4;33186.4;0;COMERCIO
Empresa 2490;BOGOTA D.C.;40150.8;1033.5;11895.4;11895.4;0;COMERCIO
Empresa 2491;ANTIOQUIA;40148.6;1328.6;9694.2;9694.2;1;COMERCIO
Empresa 2492;BOGOTA D.C.;40109.5;3421.3;6297.4;6297.4;0;SERVICIOS
Empresa 2493;BOGOTA D.C.;40104.2;1165.2;10873.0;10873.0;0;COMERCIO
Empresa 2494;SANTANDER;40070.6;5557.5;7808.4;7808.4;0;OTRO
Empresa 2495;BOGOTA D.C.;40066.7;945.3;21471.8;21471.8;0;COMERCIO
Empresa 2496;BOGOTA D.C.;40055.7;3852.2;44881.1;44881.1;0;SERVICIOS
Empresa 2497;BOGOTA D.C.;40047.9;1935.0;11098.2;11098.2;0;SERVICIOS
Empresa 2498;BOGOTA D.C.;40035.1;2683.9;41718.7;41718.7;0;SERVICIOS
Empresa 2499;ANTIOQUIA;40003.9;777.6;10300.8;10300.8;1;COMERCIO
Empresa 2500;BOLIVAR;39997.8;846.8;36662.1;36662.1;0;SERVICIOS
Empresa 2501;CUNDINAMARCA;39994.8;117.5;44896.4;44896.4;0;COMERCIO
Empresa 2502;RISARALDA;39967.7;538.5;13245.4;13245.4;0;COMERCIO
Empresa 2503;BOGOTA D.C.;39921.6;2394.4;9797.8;9797.8;0;MANUFACTURA
Empresa 2504;NARINO;39906.6;631.3;9375.3;9375.3;0;OTRO
Empresa 2505;BOGOTA D.C.;39885.4;508.3;8901.1;8901.1;0;COMERCIO
Empresa 2506;BOGOTA D.C.;39881.3;3116.1;5804.4;5804.4;0;SERVICIOS
Empresa 2507;ATLANTICO;39876.7;5921.4;14780.3;14780.3;0;SERVICIOS
Empresa 2508;ATLANTICO;39859.7;2842.9;12666.4;12666.4;0;COMERCIO
Empresa 2509;CALDAS;39856.7;18.0;15743.6;15743.6;0;COMERCIO
Empresa 2510;BOGOTA D.C.;39850.7;3707.0;8261.0;8261.0;0;COMERCIO
Empresa 2511;RISARALDA;39849.6;178.7;5091.4;5091.4;0;COMERCIO
Empresa 2512;VALLE;39839.8;-11644.5;42495.7;42495.7;0;SERVICIOS
Empresa 2513;ATLANTICO;39830.3;-2765.7;46823.3;46823.3;0;MANUFACTURA
Empresa 2514;ANTIOQUIA;39818.9;2660.2;20325.7;20325.7;1;MANUFACTURA
Empresa 2515;BOGOTA D.C.;39817.0;4162.0;9289.9;9289.9;0;MANUFACTURA
Empresa 2516;BOGOTA D.C.;39800.7;7397.3;95633.6;95633.6;0;OTRO
Empresa 2517;BOGOTA D.C. ;39716.7;1340.1;60875.0;60875.0;0;OTRO
Empresa 2518;BOGOTA D.C.;39709.6;-15745.2;88175.9;88175.9;0;SERVICIOS
Empresa 2519;RISARALDA;39707.3;2375.4;20917.0;20917.0;0;MANUFACTURA
Empresa 2520;BOGOTA D.C.;39703.6;1837.2;16323.5;16323.5;0;MANUFACTURA
Empresa 2521;CAUCA;39700.7;-471.1;36880.5;36880.5;0;MANUFACTURA
Empresa 2522;BOGOTA D.C.;39666.3;14255.5;16188.2;16188.2;0;OTRO
Empresa 2523;CUNDINAMARCA;39661.6;1247.6;4873.1;4873.1;0;COMERCIO
Empresa 2524;BOGOTA D.C.;39659.9;1156.1;17397.2;17397.2;0;OTRO
Empresa 2525;CESAR;39638.2;1717.0;188.5;188.5;0;OTRO
Empresa 2526;CUNDINAMARCA;39631.9;568.1;11620.6;11620.6;0;COMERCIO
Empresa 2527;CORDOBA;39629.5;1287.0;11809.3;11809.3;0;COMERCIO
Empresa 2528;BOGOTA D.C.;39621.6;515.2;6396.0;6396.0;0;SERVICIOS
Empresa 2529;BOGOTA D.C.;39616.7;-2583.7;35617.0;35617.0;0;COMERCIO
Empresa 2530;BOGOTA D.C.;39595.8;36646.9;48918.4;48918.4;0;SERVICIOS
Empresa 2531;BOGOTA D.C.;39571.1;-7835.6;268172.3;268172.3;0;SERVICIOS
Empresa 2532;ANTIOQUIA;39551.5;279.5;19871.3;19871.3;1;OTRO
Empresa 2533;BOGOTA D.C.;39536.8;849.3;4841.5;4841.5;0;SERVICIOS
Empresa 2534;CORDOBA;39531.3;877.8;6683.6;6683.6;0;COMERCIO
Empresa 2535;BOGOTA D.C. ;39530.7;1311.7;22217.6;22217.6;0;COMERCIO
Empresa 2536;VALLE;39471.1;39.6;9718.6;9718.6;0;COMERCIO
Empresa 2537;BOGOTA D.C.;39465.5;3193.1;4778.0;4778.0;0;SERVICIOS
Empresa 2538;CUNDINAMARCA;39440.9;26.5;3333.5;3333.5;0;SERVICIOS
Empresa 2539;BOGOTA D.C.;39426.5;-2941.2;48706.3;48706.3;0;COMERCIO
Empresa 2540;META;39423.4;754.5;5394.1;5394.1;0;COMERCIO
Empresa 2541;BOGOTA D.C.;39407.2;4359.6;6069.6;6069.6;0;SERVICIOS
Empresa 2542;CASANARE;39386.0;1921.0;16662.8;16662.8;0;SERVICIOS
Empresa 2543;BOGOTA D.C.;39359.7;1381.8;18329.4;18329.4;0;OTRO
Empresa 2544;CUNDINAMARCA;39342.7;482.2;20821.6;20821.6;0;COMERCIO
Empresa 2545;BOGOTA D.C.;39340.4;440.9;9324.2;9324.2;0;SERVICIOS
Empresa 2546;BOGOTA D.C.;39326.7;1106.8;26665.3;26665.3;0;SERVICIOS
Empresa 2547;ATLANTICO;39300.3;107.9;81713.0;81713.0;0;COMERCIO
Empresa 2548;BOGOTA D.C.;39280.2;1744.7;7731.9;7731.9;0;SERVICIOS
Empresa 2549;BOGOTA D.C.;39278.1;1385.4;5978.4;5978.4;0;SERVICIOS
Empresa 2550;VALLE;39272.1;5147.7;16585.4;16585.4;0;SERVICIOS
Empresa 2551;ANTIOQUIA;39259.2;2304.8;8563.6;8563.6;1;SERVICIOS
Empresa 2552;BOYACA;39253.7;981.6;11489.3;11489.3;0;COMERCIO
Empresa 2553;ANTIOQUIA;39247.1;1947.0;8255.0;8255.0;1;SERVICIOS
Empresa 2554;BOGOTA D.C.;39222.5;2917.4;39695.3;39695.3;0;SERVICIOS
Empresa 2555;ANTIOQUIA;39177.0;2041.6;18643.3;18643.3;1;COMERCIO
Empresa 2556;BOLIVAR;39160.1;2956.1;31787.9;31787.9;0;SERVICIOS
Empresa 2557;CUNDINAMARCA;39159.9;825.1;15482.1;15482.1;0;COMERCIO
Empresa 2558;NORTE DE SANTANDER;39104.9;1232.1;22948.5;22948.5;0;COMERCIO
Empresa 2559;ANTIOQUIA;39103.5;1194.5;7244.5;7244.5;1;SERVICIOS
Empresa 2560;ANTIOQUIA;39097.9;2616.2;7962.3;7962.3;1;MANUFACTURA
Empresa 2561;BOGOTA D.C.;39086.4;286.5;13853.2;13853.2;0;COMERCIO
Empresa 2562;ATLANTICO;39084.6;2062.3;66700.9;66700.9;0;OTRO
Empresa 2563;BOGOTA D.C.;39053.4;67.9;6166.7;6166.7;0;SERVICIOS
Empresa 2564;CUNDINAMARCA;39039.7;1071.9;8749.5;8749.5;0;MANUFACTURA
Empresa 2565;ANTIOQUIA;39018.0;-1.1;18661.4;18661.4;1;OTRO
Empresa 2566;CUNDINAMARCA;39004.1;616.7;46668.7;46668.7;0;MANUFACTURA
Empresa 2567;BOLIVAR;38986.4;762.2;23506.4;23506.4;0;COMERCIO
Empresa 2568;META;38970.2;1219.1;8889.2;8889.2;0;OTRO
Empresa 2569;MAGDALENA;38964.5;541.7;9804.4;9804.4;0;MANUFACTURA
Empresa 2570;BOGOTA D.C.;38964.4;-328.4;55523.1;55523.1;0;OTRO
Empresa 2571;BOGOTA D.C.;38958.8;654.7;27365.6;27365.6;0;SERVICIOS
Empresa 2572;BOGOTA D.C.;38946.2;2252.6;13838.5;13838.5;0;COMERCIO
Empresa 2573;ANTIOQUIA;38937.0;1138.0;29465.0;29465.0;1;OTRO
Empresa 2574;ANTIOQUIA;38920.0;-1294.2;19793.2;19793.2;1;MANUFACTURA
Empresa 2575;ANTIOQUIA;38874.4;3016.4;15217.7;15217.7;1;MANUFACTURA
Empresa 2576;BOGOTA D.C.;38868.3;6127.0;20281.4;20281.4;0;SERVICIOS
Empresa 2577;MAGDALENA;38859.9;4254.1;16185.5;16185.5;0;SERVICIOS
Empresa 2578;ANTIOQUIA;38845.8;206.1;16014.1;16014.1;1;MANUFACTURA
Empresa 2579;ANTIOQUIA;38837.9;300.3;8962.4;8962.4;1;COMERCIO
Empresa 2580;SANTANDER;38837.7;6489.1;34925.4;34925.4;0;SERVICIOS
Empresa 2581;MAGDALENA;38823.9;9074.2;5260.4;5260.4;0;OTRO
Empresa 2582;VALLE;38810.5;585.8;26708.9;26708.9;0;MANUFACTURA
Empresa 2583;ATLANTICO;38784.7;433.5;2556.4;2556.4;0;COMERCIO
Empresa 2584;BOGOTA D.C.;38781.5;2591.7;9856.9;9856.9;0;COMERCIO
Empresa 2585;ANTIOQUIA;38780.3;249.0;9755.5;9755.5;1;MANUFACTURA
Empresa 2586;BOGOTA D.C.;38777.5;3812.3;8810.8;8810.8;0;SERVICIOS
Empresa 2587;ANTIOQUIA;38769.7;1253.8;8489.3;8489.3;1;MANUFACTURA
Empresa 2588;BOGOTA D.C.;38759.6;-1897.2;37196.8;37196.8;0;MANUFACTURA
Empresa 2589;CUNDINAMARCA;38740.9;858.9;30278.2;30278.2;0;MANUFACTURA
Empresa 2590;ANTIOQUIA;38739.5;1281.4;103559.0;103559.0;1;SERVICIOS
Empresa 2591;BOGOTA D.C.;38715.1;1537.5;21135.7;21135.7;0;MANUFACTURA
Empresa 2592;ANTIOQUIA;38691.2;2646.8;11991.1;11991.1;1;MANUFACTURA
Empresa 2593;ATLANTICO;38686.1;829.6;4728.1;4728.1;0;COMERCIO
Empresa 2594;ANTIOQUIA;38682.6;339.4;19648.1;19648.1;1;COMERCIO
Empresa 2595;BOGOTA D.C.;38682.1;-1021.7;150643.3;150643.3;0;SERVICIOS
Empresa 2596;RISARALDA;38675.3;485.7;12559.2;12559.2;0;COMERCIO
Empresa 2597;BOGOTA D.C.;38636.4;731.0;6006.8;6006.8;0;SERVICIOS
Empresa 2598;BOGOTA D.C.;38605.1;2499.5;9776.4;9776.4;0;COMERCIO
Empresa 2599;NARINO;38598.0;1958.1;18565.9;18565.9;0;SERVICIOS
Empresa 2600;BOGOTA D.C.;38596.0;1155.8;27757.4;27757.4;0;COMERCIO
Empresa 2601;ANTIOQUIA;38585.5;2448.6;83830.9;83830.9;1;SERVICIOS
Empresa 2602;ANTIOQUIA;38567.1;1734.2;25572.7;25572.7;1;COMERCIO
Empresa 2603;BOGOTA D.C.;38549.9;2326.3;16689.3;16689.3;0;COMERCIO
Empresa 2604;ANTIOQUIA;38536.4;1461.2;16890.1;16890.1;1;COMERCIO
Empresa 2605;RISARALDA;38508.2;906.4;13725.8;13725.8;0;COMERCIO
Empresa 2606;BOGOTA D.C.;38466.9;930.9;8830.1;8830.1;0;COMERCIO
Empresa 2607;CAQUETA;38454.4;843.9;12252.7;12252.7;0;COMERCIO
Empresa 2608;SANTANDER;38423.9;1707.2;5538.1;5538.1;0;COMERCIO
Empresa 2609;CUNDINAMARCA;38417.5;688.5;14941.4;14941.4;0;COMERCIO
Empresa 2610;BOGOTA D.C.;38408.4;3212.8;5026.5;5026.5;0;COMERCIO
Empresa 2611;BOGOTA D.C.;38405.6;3895.9;16320.8;16320.8;0;MANUFACTURA
Empresa 2612;CUNDINAMARCA;38396.9;-2164.8;76292.6;76292.6;0;MANUFACTURA
Empresa 2613;CAUCA;38364.2;112.2;7403.6;7403.6;0;COMERCIO
Empresa 2614;BOGOTA D.C.;38330.8;2948.5;11935.3;11935.3;0;COMERCIO
Empresa 2615;BOGOTA D.C.;38317.6;14720.0;9815.7;9815.7;0;SERVICIOS
Empresa 2616;BOGOTA D.C.;38313.6;530.4;15310.9;15310.9;0;MANUFACTURA
Empresa 2617;ANTIOQUIA;38286.3;1731.9;21918.9;21918.9;1;MANUFACTURA
Empresa 2618;BOGOTA D.C.;38270.8;516.8;24482.5;24482.5;0;COMERCIO
Empresa 2619;ANTIOQUIA;38254.2;4823.2;9247.2;9247.2;1;MANUFACTURA
Empresa 2620;ATLANTICO;38248.5;37548.2;4063.4;4063.4;0;SERVICIOS
Empresa 2621;BOGOTA D.C.;38243.9;563.0;20803.2;20803.2;0;SERVICIOS
Empresa 2622;ANTIOQUIA;38192.8;2557.9;26575.7;26575.7;1;COMERCIO
Empresa 2623;SANTANDER;38187.6;725.7;8727.1;8727.1;0;COMERCIO
Empresa 2624;BOGOTA D.C.;38182.7;13.7;16196.0;16196.0;0;COMERCIO
Empresa 2625;CUNDINAMARCA;38180.4;1811.2;19502.3;19502.3;0;MANUFACTURA
Empresa 2626;BOGOTA D.C.;38177.2;481.3;14987.0;14987.0;0;COMERCIO
Empresa 2627;ANTIOQUIA;38172.0;471.6;28429.8;28429.8;1;OTRO
Empresa 2628;ANTIOQUIA;38159.2;70.1;14030.4;14030.4;1;MANUFACTURA
Empresa 2629;BOGOTA D.C.;38146.2;-1604.1;15609.2;15609.2;0;COMERCIO
Empresa 2630;ANTIOQUIA;38139.1;2427.6;14260.5;14260.5;1;MANUFACTURA
Empresa 2631;BOGOTA D.C.;38138.6;9497.6;15478.1;15478.1;0;SERVICIOS
Empresa 2632;BOGOTA D.C.;38124.5;466.5;14539.1;14539.1;0;COMERCIO
Empresa 2633;MAGDALENA;38117.0;13135.7;16957.0;16957.0;0;SERVICIOS
Empresa 2634;BOGOTA D.C.;38105.0;1014.7;59363.0;59363.0;0;SERVICIOS
Empresa 2635;NARINO;38086.4;1480.8;14207.8;14207.8;0;COMERCIO
Empresa 2636;BOGOTA D.C.;38085.4;681.9;2477.3;2477.3;0;SERVICIOS
Empresa 2637;BOGOTA D.C.;38077.6;8726.3;81530.6;81530.6;0;SERVICIOS
Empresa 2638;SANTANDER;38074.7;1419.6;14699.6;14699.6;0;COMERCIO
Empresa 2639;CALDAS;38055.8;328.6;13339.9;13339.9;0;COMERCIO
Empresa 2640;BOGOTA D.C.;38048.8;875.5;1193.6;1193.6;0;COMERCIO
Empresa 2641;CUNDINAMARCA;38024.5;1228.5;27683.0;27683.0;0;COMERCIO
Empresa 2642;CUNDINAMARCA;38018.5;1623.8;32451.2;32451.2;0;MANUFACTURA
Empresa 2643;BOGOTA D.C.;38011.8;2024.0;28435.8;28435.8;0;OTRO
Empresa 2644;BOLIVAR;38010.0;3982.0;24256.7;24256.7;0;SERVICIOS
Empresa 2645;BOGOTA D.C.;38008.2;1438.5;13374.1;13374.1;0;OTRO
Empresa 2646;ANTIOQUIA;37981.7;2663.6;61345.3;61345.3;1;SERVICIOS
Empresa 2647;VALLE;37978.6;44473.0;204.9;204.9;0;SERVICIOS
Empresa 2648;VALLE;37971.4;4294.1;69068.0;69068.0;0;OTRO
Empresa 2649;HUILA;37950.4;6634.7;70118.4;70118.4;0;OTRO
Empresa 2650;ANTIOQUIA;37937.7;-1882.5;25846.0;25846.0;1;OTRO
Empresa 2651;RISARALDA;37928.5;1402.0;14932.1;14932.1;0;COMERCIO
Empresa 2652;BOGOTA D.C. ;37850.6;1148.8;15893.3;15893.3;0;COMERCIO
Empresa 2653;BOGOTA D.C.;37842.9;4460.3;3948.1;3948.1;0;COMERCIO
Empresa 2654;BOGOTA D.C.;37838.3;1769.9;14409.5;14409.5;0;COMERCIO
Empresa 2655;BOGOTA D.C.;37835.2;1612.8;9437.8;9437.8;0;SERVICIOS
Empresa 2656;BOGOTA D.C.;37834.6;1949.7;30282.0;30282.0;0;SERVICIOS
Empresa 2657;TOLIMA;37809.4;4078.9;10400.1;10400.1;0;SERVICIOS
Empresa 2658;BOGOTA D.C.;37775.3;-1174.1;30622.6;30622.6;0;COMERCIO
Empresa 2659;RISARALDA;37774.4;4857.3;15173.5;15173.5;0;SERVICIOS
Empresa 2660;QUINDIO;37769.6;-1156.6;123949.1;123949.1;0;SERVICIOS
Empresa 2661;BOLIVAR;37765.5;355.5;9647.5;9647.5;0;COMERCIO
Empresa 2662;ANTIOQUIA;37745.8;227.1;9480.0;9480.0;1;COMERCIO
Empresa 2663;BOGOTA D.C.;37725.6;-3663.9;80659.6;80659.6;0;SERVICIOS
Empresa 2664;ANTIOQUIA;37717.5;982.7;58087.0;58087.0;1;OTRO
Empresa 2665;CAUCA;37707.1;1696.0;8247.8;8247.8;0;SERVICIOS
Empresa 2666;ANTIOQUIA;37695.1;-203.1;55963.8;55963.8;1;OTRO
Empresa 2667;BOGOTA D.C.;37693.9;-379.1;3555.4;3555.4;0;COMERCIO
Empresa 2668;ANTIOQUIA;37683.2;17565.7;48067.4;48067.4;1;SERVICIOS
Empresa 2669;VALLE;37664.8;1501.1;22561.2;22561.2;0;MANUFACTURA
Empresa 2670;VALLE;37647.4;3575.7;6821.6;6821.6;0;SERVICIOS
Empresa 2671;BOGOTA D.C.;37644.3;1177.7;9948.2;9948.2;0;COMERCIO
Empresa 2672;VALLE;37642.4;142.7;9335.8;9335.8;0;COMERCIO
Empresa 2673;ANTIOQUIA;37634.6;13684.7;9245.5;9245.5;1;SERVICIOS
Empresa 2674;ANTIOQUIA;37612.2;999.1;14495.1;14495.1;1;COMERCIO
Empresa 2675;ATLANTICO;37603.3;632.0;20047.9;20047.9;0;COMERCIO
Empresa 2676;CUNDINAMARCA;37590.4;258.9;40337.9;40337.9;0;SERVICIOS
Empresa 2677;ANTIOQUIA;37576.2;603.4;20200.6;20200.6;1;MANUFACTURA
Empresa 2678;MAGDALENA;37564.5;563.6;4851.6;4851.6;0;SERVICIOS
Empresa 2679;ANTIOQUIA;37556.6;1302.8;16129.4;16129.4;1;MANUFACTURA
Empresa 2680;VALLE;37554.7;-573.9;8259.9;8259.9;0;COMERCIO
Empresa 2681;RISARALDA;37521.8;421.4;13956.0;13956.0;0;MANUFACTURA
Empresa 2682;BOGOTA D.C.;37512.2;186.1;9189.3;9189.3;0;COMERCIO
Empresa 2683;ANTIOQUIA;37481.0;-65.4;7525.6;7525.6;1;COMERCIO
Empresa 2684;BOLIVAR;37476.6;2003.9;29510.5;29510.5;0;SERVICIOS
Empresa 2685;ATLANTICO;37474.7;1352.7;15276.2;15276.2;0;SERVICIOS
Empresa 2686;BOGOTA D.C.;37464.2;3807.9;28271.1;28271.1;0;COMERCIO
Empresa 2687;BOGOTA D.C.;37440.8;0.0;36058.3;36058.3;0;OTRO
Empresa 2688;ANTIOQUIA;37428.2;37127.6;305.0;305.0;1;SERVICIOS
Empresa 2689;CUNDINAMARCA;37420.3;3044.6;49373.4;49373.4;0;SERVICIOS
Empresa 2690;ANTIOQUIA;37404.0;348.2;47278.9;47278.9;1;OTRO
Empresa 2691;CUNDINAMARCA;37398.1;1951.4;3140.9;3140.9;0;OTRO
Empresa 2692;BOGOTA D.C.;37380.4;2261.2;33486.0;33486.0;0;MANUFACTURA
Empresa 2693;QUINDIO;37368.2;1370.2;12476.2;12476.2;0;MANUFACTURA
Empresa 2694;CUNDINAMARCA;37332.7;-382.5;16861.4;16861.4;0;MANUFACTURA
Empresa 2695;BOGOTA D.C.;37327.3;1312.6;9158.3;9158.3;0;COMERCIO
Empresa 2696;RISARALDA;37324.3;6189.8;7749.3;7749.3;0;SERVICIOS
Empresa 2697;BOGOTA D.C.;37322.0;3343.2;23958.5;23958.5;0;MANUFACTURA
